"Date","Approve","Disapprove","source"
2018-03-17,80.7,11.1,"VTsIOM"
2018-03-25,82.5,9.6,"VTsIOM"
2018-04-01,81.1,10.3,"VTsIOM"
2018-04-08,82.2,10.6,"VTsIOM"
2018-04-15,81.1,11.8,"VTsIOM"
2018-04-22,80.8,11.9,"VTsIOM"
2018-04-29,80.5,12.2,"VTsIOM"
2018-05-06,81.2,11.7,"VTsIOM"
2018-05-13,81.5,10.8,"VTsIOM"
2018-05-20,80.3,12.3,"VTsIOM"
2018-05-27,79,13,"VTsIOM"
2018-06-03,77.3,14,"VTsIOM"
2018-06-10,77.1,14.6,"VTsIOM"
2018-06-17,72.1,18.4,"VTsIOM"
2018-06-24,63.4,25,"VTsIOM"
2018-07-01,62.5,25.8,"VTsIOM"
2018-07-08,63.4,25.1,"VTsIOM"
2018-07-15,64.7,25.6,"VTsIOM"
2018-07-22,63.6,25.5,"VTsIOM"
2018-07-29,63.3,26,"VTsIOM"
2018-08-05,62.8,26.7,"VTsIOM"
2018-08-12,63.1,26.2,"VTsIOM"
2018-08-19,64,25.9,"VTsIOM"
2018-08-26,66.1,24.1,"VTsIOM"
2018-09-02,65.2,25.3,"VTsIOM"
2018-09-09,63,26.7,"VTsIOM"
2018-09-16,64,26.4,"VTsIOM"
2018-09-23,63.7,26.3,"VTsIOM"
2018-09-30,63.2,26.8,"VTsIOM"
2018-10-07,64.6,26.1,"VTsIOM"
2018-10-14,63.8,26.6,"VTsIOM"
2018-10-21,64.8,25.6,"VTsIOM"
2018-10-28,63.5,25.8,"VTsIOM"
2018-11-04,64.5,26.5,"VTsIOM"
2018-11-11,64.2,26.6,"VTsIOM"
2018-11-18,63.4,26.8,"VTsIOM"
2018-11-25,62.4,28.6,"VTsIOM"
2018-12-02,63.6,27,"VTsIOM"
2018-12-09,64.9,26.3,"VTsIOM"
2018-12-16,63.2,28.2,"VTsIOM"
2018-12-23,64.8,27.3,"VTsIOM"
2018-12-29,64.6,26.8,"VTsIOM"
2019-01-13,62.1,28.4,"VTsIOM"
2019-01-20,62,28.9,"VTsIOM"
2019-01-27,61,30.1,"VTsIOM"
2019-02-03,61.4,30.1,"VTsIOM"
2019-02-10,62.2,28.8,"VTsIOM"
2019-02-17,62.6,28.7,"VTsIOM"
2019-02-24,64.8,26.4,"VTsIOM"
2019-03-03,64.3,27,"VTsIOM"
2019-03-10,64.5,26.4,"VTsIOM"
2019-03-17,65.3,26.2,"VTsIOM"
2019-03-24,65.7,25.6,"VTsIOM"
2019-03-31,65.6,25.9,"VTsIOM"
2019-04-07,65.3,26.1,"VTsIOM"
2019-04-14,65.7,25.8,"VTsIOM"
2019-04-21,63.6,27.5,"VTsIOM"
2019-04-28,66.1,26,"VTsIOM"
2019-05-05,65.5,26.3,"VTsIOM"
2019-05-12,65.3,25.2,"VTsIOM"
2019-05-19,65.8,25.2,"VTsIOM"
2019-05-26,64.5,26.4,"VTsIOM"
2019-06-02,63.9,27.4,"VTsIOM"
2019-06-09,64.2,27.7,"VTsIOM"
2019-06-16,64.3,27.5,"VTsIOM"
2019-06-23,64.8,27.1,"VTsIOM"
2019-06-30,63.7,27.6,"VTsIOM"
2019-07-07,63.8,27.4,"VTsIOM"
2019-07-14,64.3,27.2,"VTsIOM"
2019-07-21,65.2,26.6,"VTsIOM"
2019-07-28,63.8,27.3,"VTsIOM"
2019-08-04,63.2,28.2,"VTsIOM"
2019-08-11,63.2,28.2,"VTsIOM"
2019-08-18,63.1,27.5,"VTsIOM"
2019-08-25,62.7,28.1,"VTsIOM"
2019-09-01,64.2,27.8,"VTsIOM"
2019-09-08,64.8,26.6,"VTsIOM"
2019-09-15,65.8,25.5,"VTsIOM"
2019-09-22,65,25.8,"VTsIOM"
2019-09-29,65.4,26,"VTsIOM"
2019-10-06,65.4,26.5,"VTsIOM"
2019-10-13,66.5,25.3,"VTsIOM"
2019-10-20,66,25.1,"VTsIOM"
2019-10-27,66,25.3,"VTsIOM"
2019-11-03,65.2,26.1,"VTsIOM"
2019-10-11,64.1,27.6,"VTsIOM"
2019-11-17,63.9,27.4,"VTsIOM"
2019-11-24,62.4,28.6,"VTsIOM"
2019-12-01,63.2,28.4,"VTsIOM"
2019-12-08,63.3,28,"VTsIOM"
2019-12-15,62.5,28.6,"VTsIOM"
2019-12-22,62.8,27.9,"VTsIOM"
